id	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C37	C38	C39	C40	C41	C42	C43	C44	C45	C46	C47	C48	C49	C50	C51	C52	C53	C55	C56	C57	C58	C59	C60	C61	C62	C63	C64	C65	C66	C67	C68	C69	C70	C71	C72	C73	C74	C75	C76	C77	C78	C79	C80	C82	C83	C84	C85	C86	C87	C89	C90	C91	C92	C93	C94	C95	C96	C97	C98	C99	C100	C101	C102	C103
MDSCna	0.908212739621146	0.904313806540038	0.89295889802329	0.908915671981833	0.885539809495454	0.904239916697654	0.910163030662975	0.856433410700544	0.881086664978315	0.878261452234417	0.910376655559362	0.885862116069337	0.890612367735647	0.853819986497676	0.853759377994669	0.919366671379455	0.907451292107064	0.922083786514191	0.88320702718519	0.868048935306405	0.84596132006995	0.821336282937935	0.876973187015274	0.875058232984688	0.904899430698928	0.880089184853116	0.896589136423965	0.863807408535038	0.85852853028188	0.870030671429796	0.873481470711099	0.842508978222437	0.90206300636181	0.89961249090896	0.882750546962535	0.893378643045704	0.898720570820013	0.863004871400278	0.880180221407153	0.871276998508135	0.875165897519542	0.881190341865455	0.866883169226046	0.88555698016182	0.884002215420399	0.925471589528485	0.876017904108126	0.896518895598138	0.921857309130541	0.871329507228616	0.910874031114348	0.897342051339571	0.883050666409281	0.84370513066695	0.903286492660924	0.912670912660629	0.920847041389993	0.904359064493504	0.91505177553118	0.893298820434738	0.890475386450107	0.881886674881906	0.859384069653006	0.891731065439617	0.921865149051997	0.879575924945122	0.91613911277608	0.915626139168639	0.897855422596587	0.852082708413723	0.935181582641664	0.926434202646914	0.891449701543998	0.893715505943191	0.856644398969832	0.86858753707638	0.902875033362201	0.899718160257377	0.894120546296307	0.913437991612549	0.93108368834727	0.914660263216162	0.904157939140048	0.922892114305473	0.917911811325962	0.907732428235183	0.907570955227644	0.909063792714169	0.89475091410217	0.901884850990901	0.898512318747984	0.89581707793864	0.913716400020066	0.854461861065482	0.89503815139263	0.887030142384859	0.918191006917087	0.918084479169258	0.863610863151801	0.883902788190578
Macrophagena	0.548473986466774	0.539443186714367	0.542513310230425	0.527619921790125	0.513209483992209	0.528899667920065	0.520794088384335	0.524348489680199	0.513415833589752	0.517438744620796	0.478980069138635	0.509248928748529	0.530191772179748	0.500253574695667	0.51042525416603	0.531436748326605	0.541933210154051	0.555223959307284	0.547171814746829	0.526959147464654	0.512151217072911	0.513203969676593	0.558133905612073	0.522271280142556	0.549141732617076	0.521428191692216	0.520544316004458	0.531775653601667	0.525188463558621	0.521908547648837	0.540473921592208	0.442247810410834	0.51682532758574	0.552730488130777	0.535486785013264	0.540389444448792	0.548597076129436	0.513293978308193	0.525742318743248	0.504870006440581	0.517408930696406	0.523069308614199	0.539316528131197	0.529995353743649	0.540261503468837	0.547896625880199	0.536583691583088	0.533657964194559	0.546382372907356	0.560889963866456	0.551139760581111	0.540059326722687	0.534418585903711	0.531748986644448	0.522437589319531	0.522822112660754	0.551333001529891	0.515118622197801	0.492875779639655	0.537254229746452	0.500859592641475	0.523840058021155	0.535967332468389	0.546620418561909	0.528759698463489	0.522541300722537	0.544840458770243	0.529932949533499	0.544003776982463	0.526823402644941	0.55042281335284	0.533709818478623	0.560124380073352	0.525905031854704	0.519127440399095	0.511414462528135	0.556563100793965	0.542491921087879	0.527428307483387	0.52753334745975	0.534961123849841	0.582253512933279	0.589582224374074	0.528078424246573	0.524961211787285	0.539338525660665	0.522410844850879	0.516872686464481	0.548965220883026	0.521737449850096	0.475486490997856	0.537867647039631	0.531070540075685	0.521428343186937	0.521552620955969	0.546292156379645	0.550289792884311	0.544618418003344	0.48925076506258	0.549434732745965
Mast.cellna	0.492566221061421	0.625882709893751	0.496451550453402	0.597573445749469	0.51901250633902	0.616001343855999	0.505535322542427	0.606623763504699	0.46617556609885	0.566883261141929	0.547249721059461	0.534740814430197	0.548164204333655	0.49905276072438	0.578138717044501	0.577667173614471	0.549044039505527	0.599570133344572	0.547550373490595	0.543930553397258	0.485843810522578	0.607996449688851	0.613004636447253	0.560735583143468	0.608048850735812	0.525573760436328	0.590834950708014	0.507514227438817	0.499051800290106	0.540204690935943	0.580614253628454	0.55279382580683	0.513401999286281	0.617849917459007	0.589232050950503	0.562143372628485	0.51095712219314	0.520047896776033	0.546088795545858	0.50372150933705	0.477284207881851	0.569057742253279	0.66100340359466	0.557869537458112	0.597984207457049	0.563360578745012	0.517125908289382	0.581238410943437	0.560309389935334	0.584330316117103	0.590391669606058	0.46080831209419	0.528536923852135	0.544840850365889	0.546752511402675	0.500817294859973	0.569620722721129	0.497399297817951	0.631829986671931	0.509164361385087	0.540077660789232	0.461487352822738	0.529119738233922	0.502131246847375	0.446679522436037	0.410191066240684	0.53360953942983	0.499295408472363	0.448990573434292	0.566090704408612	0.528478138710077	0.481718774058567	0.578980677300085	0.47026384655285	0.504235621959956	0.516741913378596	0.508576470858252	0.532020581851438	0.549493471977802	0.479200829240033	0.506606438039727	0.564317943182391	0.536562664212099	0.487624926509233	0.58333335182007	0.592783582033182	0.532770820246857	0.549278797539046	0.561558734825558	0.437005843486092	0.416043985882937	0.504575691553576	0.531599486019894	0.45827780422794	0.540995049730487	0.461360710339522	0.547918282471666	0.58778496980694	0.473538485322983	0.514751439782472
Monocytena	0.782201455181709	0.765890933740338	0.758828243178138	0.762664884287627	0.720727583889004	0.753785877823577	0.741659869982054	0.739480194629357	0.725545753833777	0.740700637424442	0.740109670883924	0.701482950824859	0.732076399208514	0.707901607991031	0.708364422045175	0.745715873604206	0.768593697375008	0.779021844916296	0.747260771861372	0.736685153514589	0.706024360295202	0.705695239396355	0.740822577972369	0.739065792110337	0.74747893226533	0.744133479306069	0.713552423872748	0.734784230222531	0.761150031020915	0.723837138187233	0.731529895208626	0.718482230258261	0.763587522603277	0.760143298841523	0.749531213253447	0.757303692934189	0.74672616739789	0.733887294624955	0.750552854673705	0.702427394922777	0.754617003754265	0.735853483818991	0.730364690360435	0.748742272938829	0.73073398405236	0.784722223253179	0.719695564370041	0.757734144637629	0.779363115418924	0.748902224973897	0.77111489859911	0.750150687465932	0.717821380219379	0.716489421381603	0.759603474447913	0.763738223653604	0.803560725723595	0.760495052828798	0.759269628287083	0.727793344254365	0.744995139501825	0.721981722800872	0.765723372910223	0.752289572745765	0.779207747997865	0.713912409796915	0.74743506201578	0.746301970530342	0.751316714178692	0.703588813337368	0.783290361751167	0.781084431770163	0.767894082788309	0.738231893566974	0.714789546744559	0.747525423366691	0.758890935510222	0.746176727072397	0.751735524265366	0.777651767627089	0.752561879109717	0.790791307798876	0.785983443986937	0.763609409104872	0.764211979471082	0.758775986684131	0.748567264215421	0.764495846043212	0.777700681681036	0.752654450635807	0.763225163976854	0.755644566920026	0.817357434651786	0.728207598802078	0.779959184286228	0.772094469165546	0.777253100788553	0.767412996087751	0.701688131565254	0.748327950237041
Natural.killer.T.cellna	0.29529023442272	0.255057398647818	0.263035971841524	0.323073985701803	0.267807836182998	0.28077088405921	0.280219942309195	0.223820896174489	0.209039759830833	0.24785409528894	0.289219650403092	0.301063795233135	0.285180760992201	0.212755868110368	0.246649003988239	0.313404212397959	0.264152900988562	0.299964432400614	0.292676328013876	0.261986208969011	0.18237951378344	0.180146243517899	0.255678828298143	0.229130745134919	0.263786866656578	0.25032670663628	0.271899851827705	0.229808147960979	0.194977543861715	0.284552299244958	0.227100008670085	0.26059814593742	0.239046540292545	0.270511293470018	0.249324179861166	0.275966990072346	0.266260861680127	0.191412246889881	0.198513698440728	0.243666318887925	0.212916433045519	0.229104853434487	0.245734589511994	0.27000561780482	0.284840823448257	0.261656476969709	0.297178763376271	0.207085502226504	0.22944145306757	0.188619576986932	0.282554056788747	0.298192756085811	0.274737645406119	0.209850123011125	0.302292335933535	0.286477286574469	0.263025850698634	0.276899551887632	0.320736358204087	0.277818962519124	0.228956093393339	0.220321674792349	0.222588330502709	0.277842208004155	0.25162799504863	0.21570525874891	0.248461476819067	0.271185839938411	0.289094667696839	0.207298230739662	0.276040392546583	0.326598152154918	0.222115522437592	0.296702270970913	0.221055385904191	0.212370800045101	0.257030503328116	0.312321210168789	0.218128452868444	0.268917437573396	0.273580668189717	0.244756019793874	0.243619690939844	0.24770583165305	0.295693120070671	0.256135976079727	0.246084584879512	0.251345229408436	0.231388244539603	0.204511382182484	0.247176832687497	0.226674753578009	0.199293448922961	0.217540416146433	0.212480561317601	0.224778180397911	0.283110121051712	0.234558163153653	0.253401813106845	0.241758262332089
Natural.killer.cellna	0.404915966597138	0.367121763767949	0.39760072799343	0.37945144856156	0.384884335660031	0.378000183714598	0.382244165672625	0.341753583781328	0.363070599097966	0.355470092691729	0.380136908301148	0.389186994398374	0.383829564286388	0.378426241964807	0.381503989855064	0.377659488019722	0.378751319808075	0.38530800886764	0.381151646148831	0.39170667692936	0.399514112442395	0.341158426411546	0.372799497935179	0.377415185692587	0.367551634217119	0.420975180688867	0.36459857594139	0.382155198104246	0.368685706577242	0.378003703868617	0.354418910982242	0.365650360601967	0.371128846917016	0.396673091679952	0.361644812086184	0.363726797570764	0.39205079824131	0.39685072444274	0.347867709159218	0.388027363609934	0.359134436774132	0.358721842381565	0.358256651961698	0.392431184677861	0.403085932829467	0.388822133322282	0.384836824774361	0.376578983382392	0.355321312153529	0.314341463918917	0.361969361056085	0.384515974562364	0.405851082671965	0.373578609944093	0.382230960316797	0.381816582141637	0.337859031822648	0.404665212385675	0.36784478395692	0.38495078678711	0.396062906981941	0.379464798361961	0.374862414769118	0.38645049415184	0.382040826814972	0.333390817006799	0.323275183129392	0.373581910135947	0.404793812446879	0.353434966137132	0.36828562483093	0.416091783789519	0.344200777778465	0.394190609860239	0.325300131874943	0.400964136041827	0.366214642558357	0.38878787851562	0.375523283691062	0.388406320002849	0.40027285513717	0.350084722203693	0.352222804191708	0.376646010729285	0.397704515495108	0.386114635908056	0.374171199783425	0.387400650790617	0.374833707673939	0.346659888236119	0.356076151943498	0.369475040940708	0.340742323834898	0.364463439469945	0.364576137880195	0.364557296625448	0.385717961288035	0.352332821489038	0.37360074737557	0.370966256354227
Neutrophilna	0.879326109192929	0.892669827433937	0.983442013729079	0.894924412107919	0.973874831759854	0.901146863036982	0.866106255283965	0.968957341526265	0.921692212671934	0.872915162522876	0.829159054084666	0.933349123315062	0.911693479848173	0.967681713737762	0.956552481287604	0.860727497655233	0.924721186571884	0.906121182414673	0.920795217484826	0.982717751569263	1	0.972034890144248	0.984154807206394	0.985396879092798	0.886225250430952	0.980882439245288	0.884573367193	0.993687560007031	0.965677453708044	0.960808014762187	0.927634275736008	0.875030725021762	0.897759500516733	0.951353231889425	0.942542168121822	0.933034567297771	0.969065996480583	0.985547437386819	0.916398360612076	0.977596860963345	0.955303207305746	0.965304441277075	0.956143899043249	0.924775563620578	0.92583953021625	0.953047208778066	0.953545101548896	0.93910510871464	0.870459934785088	0.834815217328546	0.928315016503893	0.980836491529905	0.958025691284327	0.987330724576605	0.975779342135682	0.838045227864482	0.838151795399755	0.939045006874168	0.825086882614384	0.89813470470121	0.924275530663765	0.965799872752329	0.915266479352396	0.958325333049212	0.876983591636594	0.876098481725389	0.895879079978547	0.903745048132703	0.923531385738269	0.963776361073416	0.74563589531641	0.871620527897963	0.902084410216854	0.988993277205951	0.909852331780837	0.972459592224436	0.969221088234706	0.955000061947429	0.963398637994525	0.949086126635045	0.921965010349135	0.914938428686974	0.937695731081565	0.905361343808148	0.905400991756414	0.982823947961034	0.943713816459999	0.896784777576105	0.95787284776493	0.885988695703301	0.836404637110961	0.914071909270876	0.832088032573768	0.978324512830678	0.893732859500979	0.961592803188282	0.93019051882013	0.787275916509621	0.957749706615647	0.948208590837945
Plasmacytoid.dendritic.cellna	0.68735284688885	0.744037477703329	0.696710708215342	0.710961282282209	0.701758027111576	0.725982696547701	0.718983435975699	0.71040198391884	0.731162112424349	0.710439266377925	0.711217133057933	0.716950938337951	0.709248279485818	0.714734836380475	0.715091148910681	0.721101728813778	0.732084923707191	0.722072143369194	0.706242800004599	0.720190769479568	0.711183489588024	0.698616209757517	0.702064403934696	0.711621095543281	0.716531219501296	0.720018276490771	0.729733951841973	0.716462767334635	0.707022423628391	0.727554308267933	0.739290356108383	0.717253776541015	0.73463040845186	0.722549967684596	0.733992741188073	0.719092317656275	0.712529355285777	0.705912531012105	0.718519350562545	0.723824716759636	0.719921024451104	0.731699692306989	0.709131678882125	0.724437230525018	0.713217951902533	0.70151104120938	0.719701023294949	0.710506623914411	0.707890900033434	0.692572744635239	0.72092966485342	0.685647642913428	0.70666289018476	0.709994493811775	0.726465851825946	0.716775548198872	0.68762028899132	0.706398009810273	0.69201556553286	0.720167818247379	0.685659157909764	0.725482169486571	0.713123065837126	0.714255477493208	0.699628995799797	0.726041106809086	0.700648277160926	0.717994074128945	0.691759967547178	0.720630259007584	0.688680721894507	0.669715032861022	0.720854246890769	0.696677795694153	0.692113791683061	0.690733557570004	0.708045620054769	0.698095882279113	0.696845599682273	0.703909648583629	0.698594220197524	0.69288616843879	0.701640741349322	0.708421493041256	0.69640373680084	0.701209594964968	0.722666255564574	0.697276111511656	0.72191073576435	0.706196937064285	0.680744447761709	0.717304040268415	0.672294136563073	0.698162040488412	0.697164590424307	0.688603799391671	0.698770810990314	0.7114793412378	0.703117161698994	0.701435022688035
Regulatory.T.cellna	0.524251588823738	0.472408417498394	0.446218253553145	0.453218137902149	0.421110367708499	0.447720293493659	0.451738981836152	0.414553768284524	0.445567912894993	0.463183307293893	0.395577025809609	0.476785206185734	0.425444074849389	0.425337415056692	0.388420707994677	0.471801450261291	0.432701188723367	0.536420902647582	0.463828142632978	0.393657901727357	0.403290702165449	0.378934161978911	0.435333221996953	0.394291454473991	0.448860542525967	0.436276399690446	0.453499352756956	0.390841084630447	0.451016393416789	0.451037457135665	0.391422494672355	0.375853021363156	0.49124300041072	0.421711102187965	0.418712231389311	0.43593271591026	0.431307051802707	0.407787140724973	0.413080151374381	0.444658730887132	0.429733783767574	0.418466367544348	0.393501850392922	0.460047820275314	0.394689762544235	0.440085789581581	0.410003631284336	0.446919250171405	0.493087879355857	0.405420556923294	0.472387412609664	0.46369505268936	0.44646694213018	0.39057396186751	0.473265887640787	0.467337530679659	0.474267546804566	0.422116663018483	0.407438348817454	0.453061198992223	0.409085528506958	0.453789874760833	0.419406140979296	0.457092445924204	0.509420664716094	0.372785502735017	0.449403171187944	0.472088811110982	0.483566490643655	0.366256390439369	0.481494098972004	0.486902019785808	0.447928380118806	0.481531104873884	0.458262245579706	0.413795322289433	0.483227693041831	0.418775095644636	0.440305468574805	0.469395588527863	0.467305497923328	0.471582776401179	0.469960887956801	0.485998327937474	0.502403781157054	0.435822925988045	0.392810852383028	0.396504114590239	0.473874827477179	0.475712353484162	0.427443116381101	0.491304192426023	0.464300628633496	0.35612110066238	0.450197341700676	0.419852348246938	0.474636309835443	0.468721829198671	0.408855611711336	0.442137455520164
T.follicular.helper.cellna	0.350319614887415	0.339124927024755	0.344680998795136	0.358489726157542	0.333938738727602	0.339399662734974	0.34634404309043	0.293232417526415	0.27477319500443	0.297990677200183	0.358640275314436	0.29984958284528	0.333856230553542	0.267441917210306	0.292050617578407	0.352467039298793	0.356426160800726	0.367526275854236	0.353315810886164	0.311970302072127	0.30231944984956	0.277980500387629	0.314529936876235	0.301284367286985	0.351159299742152	0.330158615915548	0.310297057367672	0.284836597441167	0.292309479575997	0.29874205294569	0.280781574431462	0.282801862828964	0.34117640784053	0.339328673752367	0.30357180095133	0.344381830811218	0.332372195902838	0.310431297412106	0.297093549824237	0.303674197812354	0.284665954200578	0.322226143327274	0.293900904046777	0.341290749048409	0.309972187582275	0.342307653689897	0.304075244773247	0.29139438302708	0.359954602860431	0.28693379216349	0.361108773269286	0.338939002751515	0.364710605481094	0.303369986615546	0.353323604250782	0.340396056681134	0.36971614683088	0.348864864499259	0.340885458701586	0.354270596391276	0.309798776934998	0.335623923517842	0.28495346507659	0.335491284843166	0.369393961056894	0.292719040700225	0.333441345784866	0.34847575077266	0.360954638106466	0.31464105731943	0.359842098990611	0.387810994162759	0.299959084589248	0.352365325061205	0.31368374379951	0.289308851785231	0.344467811472275	0.361025841343173	0.340053091515399	0.37858359796786	0.362836470142695	0.341709493234084	0.357217559520678	0.352315449273142	0.373810872973548	0.324883431523737	0.302606969486986	0.368615455360803	0.315791160128178	0.321514817988751	0.338477505567896	0.321992433135629	0.362205192236978	0.28671851449747	0.314871094584242	0.320901828140661	0.355585317673481	0.341263456406662	0.306741215594048	0.331554273450265
Type.1.T.helper.cellna	0.325052848858641	0.353733350337953	0.319929701918191	0.367653880558647	0.343553092383258	0.360001416788322	0.371228273361687	0.30602828021007	0.316457957445398	0.335012365062146	0.367496364535279	0.335047386828684	0.340729627291692	0.316336606643835	0.342892650791138	0.359870097606416	0.351519214726801	0.353334173399113	0.326799836601631	0.320788162557716	0.331242455145315	0.303580848471944	0.326677347670713	0.313266092644249	0.353791998304506	0.332920400358921	0.34292489873978	0.310584474949872	0.321251102152662	0.332234393378885	0.338715577329183	0.333437604370501	0.339090663933121	0.348774600332949	0.340574090123906	0.34013519859676	0.350222742321714	0.314870626114782	0.324720287836169	0.322175944337577	0.322492341704839	0.347368849688418	0.32664768593526	0.345303193826363	0.349069734722195	0.339984253757737	0.329635077281091	0.309563912820007	0.348412817919657	0.310030575484044	0.345353504488499	0.31710724210952	0.351055283947434	0.333494461936425	0.333206510846694	0.359197378522761	0.333595672371023	0.350919123436897	0.359894580803552	0.365016824787038	0.334722287894321	0.343382679932047	0.306412979373672	0.338402253302838	0.333834099916238	0.32592453084924	0.341685535387465	0.353176140546446	0.347968615359571	0.324931472161783	0.356011192414814	0.344929014238349	0.342302085457798	0.33906794162546	0.3134353727114	0.316920402520907	0.329355334598952	0.347172591432169	0.336040512470151	0.344231866177577	0.34500960104248	0.363425829661502	0.361571167715765	0.3470350406237	0.348948337773735	0.322258627791694	0.340235542155093	0.35912005811199	0.323575113485434	0.329767099049952	0.345094046539166	0.343303303541677	0.345171903632341	0.331783958147691	0.327909320731121	0.339981956593959	0.340759823150353	0.345256680807473	0.350692073425287	0.340949948138142
Type.17.T.helper.cellna	0.163729636271236	0.142912840516114	0.136489120715584	0.129834451542493	0.184731322910114	0.129014849263393	0.164803169527551	0.104278247192409	0.0778490444100961	0.147154865027501	0.140705451628336	0.158479974263554	0.129924670669872	0.120854749167036	0.134486455046216	0.124715061578243	0.126520421652634	0.141458466306454	0.133438112957715	0.118937401478398	0.138409978816283	0.109942737557802	0.138660954497141	0.093041908838265	0.12034209406568	0.124198339538017	0.127188114320881	0.0893185168912421	0.109681508767789	0.109086399371936	0.167860414822002	0.117148156173256	0.160407470429688	0.119797920529055	0.121233924804225	0.143811224193211	0.137303428881662	0.118168935784289	0.118458940985395	0.118664700725217	0.121084644718642	0.15656866161439	0.143011676255342	0.148735376710241	0.162534506736108	0.0870295882043532	0.137502501036171	0.118512732798558	0.124228444132802	0.166341307412864	0.119819370350453	0.163964871209493	0.15733808731019	0.151210892218685	0.158368455216976	0.141297047953631	0.115205451209964	0.15537012551774	0.118109212255682	0.152620850708701	0.178307018342897	0.165352119559329	0.122414827054514	0.157386085854289	0.176294898476904	0.0908015221521837	0.0988306799481169	0.150122462379329	0.169186863760262	0.116125803978774	0.171028062154869	0.160949991422244	0.150874051170321	0.167084907317547	0.0855228489346886	0.145823631130693	0.146415265484676	0.145737149083206	0.168297529456165	0.132764166029719	0.15607663124424	0.172150346232876	0.116749753351974	0.168010316607799	0.137433355030534	0.11773147158525	0.0998079498414548	0.157688349355305	0.132529596898349	0.11978294592634	0.111657628412872	0.14315158868407	0.119013404730865	0.124475776298136	0.102204460588288	0.151066463744821	0.139528290524545	0.12286147052459	0.136921007600679	0.197260162749414
Type.2.T.helper.cellna	0.0943528826849469	0.0936616143880772	0.0891594908730863	0.0835935009805526	0.120942133012195	0.0952745119045288	0.0887760258957517	0.110486036762504	0.0733652547571359	0.102117998845586	0.114509864280006	0.0893347647096183	0.1092725977392	0.0754275688078847	0.0704828104600343	0.103673847133858	0.142539070886193	0.0793610165523986	0.0901911789867	0.0781806472903455	0.0567404472391173	0.120283350588702	0.0994097745034578	0.0922593538482228	0.098051105408584	0.102080027791165	0.13136449147736	0.0834452981382989	0.0752030685221296	0.0969079041200454	0.108414167799913	0.101215463290633	0.0706842814951025	0.0994628291267949	0.134028072271703	0.0941681972947176	0.0708034546305487	0.0498911510960728	0.115297633073091	0.10966199474872	0.0686963418083535	0.158369215360071	0.0736366721227694	0.11324707117954	0.137947117524491	0.024098131422935	0.106799020889491	0.0643931125182155	0.0710911089017262	0.113591841240376	0.0863560369436399	0.0293371614332979	0.129145633983502	0.0983849520204723	0.0857462533845993	0.0891482423179299	0.0155069510814319	0.0387369978006663	0.101232794068421	0.108820797547611	0.0590246956313805	0.0582118601968047	0.03573150225108	0.0640546479429264	0.0367852913161999	0.0836597728334441	0.0637608587195066	0.0946599168863428	0.114324771368775	0.122438733090364	0.0528858712816494	0.0815092717786355	0.0677238339107166	0.0964221580172139	0.120716525257895	0.100235068433042	0.0848800329441788	0.105890366431781	0.0635186776063952	0.0758171630592625	0.047691971747134	0.14931568306456	0.0630892243455623	0.0521751466589745	0.08668946828163	0.0638841301426105	0.123166629926197	0.0620812421301475	0.106056754208553	0.0598570704359253	0.0402473831275295	0.0752504658498838	0.0412885430656185	0.0280805636120599	0.0350311133526541	0.0508938575094097	0.0587355775842189	0.0531990897715581	0.0851339972706917	0.0621046692509825
